,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
127325,2835 Medina Rd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",rZpXmd43n82bUijNqBu0uw,"['Restaurants', 'Breakfast & Brunch', 'Greek']",Medina,"{'Monday': '7:00-20:00', 'Tuesday': '7:00-20:00', 'Friday': '6:00-22:00', 'Wednesday': '7:00-20:00', 'Thursday': '7:00-20:00', 'Sunday': '7:00-16:00', 'Saturday': '6:00-21:00'}",1,41.1367617,-81.7893396,Alexandris Restaurant,,44256,22,3.5,OH
128424,3896 Bigelow Blvd,"{'DogsAllowed': True, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessAcceptsBitcoin': False, 'ByAppointmentOnly': True}",Rj7ph5EHlpIbRrSNXDy87w,"['Event Planning & Services', 'Real Estate', 'Home Services', 'Apartments', 'Hotels & Travel', 'Hotels']",Pittsburgh,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,40.4541724,-79.9547409,Residence Inn by Marriott Pittsburgh University/Medical Center,Oakland,15213,42,3.0,PA
128464,841 Bloomington Rd,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'ByAppointmentOnly': False}",9qnlmW_Az2itTy0fmoE-7Q,"['Convenience Stores', 'Beauty & Spas', 'Shopping', 'Photography Stores & Services', 'Cosmetics & Beauty Supply', 'Food', 'Drugstores']",Champaign,"{'Monday': '9:00-21:00', 'Tuesday': '8:00-22:00', 'Friday': '8:00-22:00', 'Wednesday': '8:00-22:00', 'Thursday': '8:00-22:00', 'Sunday': '8:00-22:00', 'Saturday': '8:00-22:00'}",1,40.131193,-88.2569756,Walgreens,,61820,3,4.0,IL
129134,"455 N 3rd St, Ste 114","{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'Caters': True, 'WiFi': 'no', 'RestaurantsReservations': True, 'RestaurantsTableService': True, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'Open24Hours': False, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'RestaurantsCounterService': False}",6Wc5DPXGudcNi2XK7QfQtA,"['Tex-Mex', 'Cafes', 'Restaurants', 'Mexican']",Phoenix,"{'Monday': '11:00-21:00', 'Tuesday': '11:00-22:00', 'Friday': '11:00-22:00', 'Wednesday': '11:00-22:00', 'Thursday': '11:00-22:00', 'Sunday': '11:00-21:00', 'Saturday': '11:00-22:00'}",1,33.4521542,-112.0686202,Canyon Cafe,,85004,332,3.5,AZ
129713,65 E Market View Dr,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': False}",smEBGmtg-U8Rxa2P2jKClQ,"['Shopping', 'Bookstores', 'Books', 'Mags', 'Music & Video']",Champaign,"{'Monday': '9:00-22:00', 'Tuesday': '9:00-22:00', 'Friday': '9:00-22:00', 'Wednesday': '9:00-22:00', 'Thursday': '9:00-22:00', 'Sunday': '10:00-21:00', 'Saturday': '9:00-22:00'}",1,40.136523445,-88.2398417465,Barnes & Noble Booksellers,,61820,12,4.0,IL
130653,1700 First Baxter Xing,"{'AcceptsInsurance': True, 'ByAppointmentOnly': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True}",9Mihbdu84mcRg-XvkOLZ9g,"['Health & Medical', 'Skin Care', 'Dermatologists', 'Beauty & Spas', 'Doctors']",Fort Mill,"{'Monday': '7:30-16:00', 'Tuesday': '7:30-16:00', 'Friday': '7:30-16:00', 'Wednesday': '7:30-16:00', 'Thursday': '7:30-16:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,35.0304368,-80.9695895,Fort Mill Dermatology,,29708,5,4.5,SC
131094,145 E Harmon Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",ZjSzUWHtnpCfjsa7CksSOg,"['Hotels', 'Home Services', 'Hotels & Travel', 'Event Planning & Services', 'Home Cleaning', 'Beauty & Spas', 'Day Spas', 'Resorts']",Las Vegas,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,36.1062541389,-115.166586185,The Signature at MGM Grand,Eastside,89109,1509,4.0,NV
131503,317 E Wilson St,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True}",gV-8S6lhTHuobi0LW6D9aQ,"['Shopping', 'Interior Design', 'Home Theatre Installation', 'Arts & Entertainment', 'Mattresses', 'Furniture Stores', 'Art Galleries', 'Home Services', 'Home & Garden']",Madison,"{'Monday': '10:00-18:00', 'Tuesday': '10:00-18:00', 'Friday': '10:00-19:00', 'Wednesday': '10:00-18:00', 'Thursday': '10:00-18:00', 'Sunday': '12:00-17:00', 'Saturday': '10:00-17:00'}",1,43.0747903,-89.3776281,Rubin's Furniture,Capitol,53703,5,4.0,WI
131551,3674 Hwy 51 N,"{'BusinessAcceptsCreditCards': False, 'RestaurantsPriceRange2': 1, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True, 'WheelchairAccessible': True}",m2ZvlibFIXL7FfH2lffOKw,"['Thrift Stores', 'Flea Markets', 'Shopping']",Fort Mill,"{'Sunday': '8:00-16:30', 'Saturday': '7:00-16:30'}",1,35.089419,-80.920421,Barnyard Flea Market,,29715,29,3.0,SC
133197,214 N Tryon St,"{'BusinessAcceptsCreditCards': False, 'ByAppointmentOnly': True}",UG4pl2aQvlSf21eaL8Yq2w,"['Real Estate', 'Home Services', 'Public Services & Government', 'Landmarks & Historical Buildings']",Charlotte,{},1,35.2279676,-80.8412983,Hearst Tower,First Ward,28202,6,4.0,NC
134043,15279 N Scottsdale Rd,"{'RestaurantsPriceRange2': 3, 'DogsAllowed': True, 'BusinessParking': {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}, 'BikeParking': True, 'WheelchairAccessible': True}",C0C7IxBSC1df0FwXODZCvw,"['Shopping', 'Shopping Centers']",Scottsdale,"{'Monday': '10:00-21:00', 'Tuesday': '10:00-21:00', 'Friday': '10:00-21:00', 'Wednesday': '10:00-21:00', 'Thursday': '10:00-21:00', 'Sunday': '12:00-18:00', 'Saturday': '10:00-21:00'}",1,33.6251384,-111.9250468,Scottsdale Quarter,,85254,109,4.0,AZ
134072,"3115 E Indian School Rd, Ste 53","{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'AcceptsInsurance': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",XR0CnU02Jt9-f6i6FdSkcw,"['Beauty & Spas', 'Eyelash Service', 'Eyebrow Services', 'Permanent Makeup', 'Nutritionists', 'Hair Removal', 'Health & Medical', 'Waxing']",Phoenix,"{'Tuesday': '14:00-18:00', 'Friday': '9:00-13:00', 'Saturday': '10:00-15:00', 'Thursday': '10:00-14:00'}",1,33.4942319056,-112.014611215,Simply Bare,,85016,9,5.0,AZ
134171,2990 E Germann Rd,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'DogsAllowed': False, 'Alcohol': 'beer_and_wine', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",0TgBr7wAMQOij6_JP9q3ag,"['Restaurants', 'Pizza', 'Italian', 'Salad', 'Gluten-Free']",Chandler,"{'Monday': '11:00-21:00', 'Tuesday': '11:00-21:00', 'Friday': '11:00-22:00', 'Wednesday': '11:00-21:00', 'Thursday': '11:00-21:00', 'Sunday': '11:00-21:00', 'Saturday': '11:00-22:00'}",0,33.2783449,-111.7908416,Eklectic Pie - Chandler,,85286,80,4.0,AZ
134601,18510 Detroit Ave,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': False, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': False, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}}",XPXv6KGuHaIe_v6aETZPHA,"['Diners', 'Restaurants', 'Breakfast & Brunch']",Lakewood,"{'Sunday': '7:00-13:00', 'Friday': '7:00-13:00', 'Wednesday': '7:00-13:00', 'Thursday': '7:00-13:00', 'Saturday': '7:00-13:00'}",1,41.4821635,-81.8271574,Borderline Cafe,,44107,169,4.5,OH
134602,527 Prospect Ave E,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'WiFi': 'free', 'ByAppointmentOnly': True}",0OKlVYVOjCiZcgxlyBuEeQ,"['Event Planning & Services', 'Apartments', 'Hotels & Travel', 'Hotels', 'Real Estate', 'Home Services']",Cleveland,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,41.498634015,-81.6890493035,Residence Inn by Marriott Cleveland Downtown,Gateway District,44115,55,4.0,OH
135017,3667 Las Vegas Blvd S,"{'Alcohol': 'beer_and_wine', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'no', 'Caters': False, 'WiFi': 'no', 'RestaurantsReservations': False, 'BYOB': False, 'BusinessAcceptsBitcoin': False, 'RestaurantsTableService': True, 'Corkage': False, 'RestaurantsTakeOut': False, 'GoodForKids': True, 'WheelchairAccessible': True, 'DogsAllowed': False, 'BikeParking': False, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}}",Fi-2ruy5x600SX4avnrFuA,"['Restaurants', 'Buffets', 'Breakfast & Brunch']",Las Vegas,"{'Monday': '7:00-22:00', 'Tuesday': '7:00-22:00', 'Friday': '7:00-22:00', 'Wednesday': '7:00-22:00', 'Thursday': '7:00-22:00', 'Sunday': '7:00-22:00', 'Saturday': '7:00-22:00'}",1,36.1102503133,-115.171666064,Spice Market Buffet,The Strip,89109,1707,3.0,NV
135136,73 E Chester St,"{'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'HairSpecializesIn': {'coloring': True, 'africanamerican': False, 'curly': True, 'perms': False, 'kids': False, 'extensions': False, 'asian': False, 'straightperms': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",a9KUNRphQVLeCsC3RAEQPA,"['Hair Salons', 'Shopping', 'Barbers', 'Beauty & Spas', 'Arts & Entertainment', 'Art Galleries']",Champaign,"{'Monday': '9:00-20:00', 'Tuesday': '9:00-20:00', 'Friday': '9:00-20:00', 'Wednesday': '9:00-20:00', 'Thursday': '9:00-20:00', 'Saturday': '9:00-20:00'}",1,40.1155274,-88.239229,Ippatsu Salon,,61820,54,4.0,IL
135185,4041 N 40th St,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'no', 'Caters': True, 'WiFi': 'free', 'RestaurantsReservations': False, 'BYOB': False, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'Corkage': False, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'HappyHour': True, 'GoodForDancing': False, 'DogsAllowed': False, 'RestaurantsTableService': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}, 'CoatCheck': False, 'Smoking': 'outdoor', 'WheelchairAccessible': True}",flE7Sn2JGs0n3SAtaep6Zw,"['Bars', 'Nightlife', 'Pubs', 'American (Traditional)', 'Restaurants', 'Lounges']",Phoenix,"{'Monday': '11:00-2:00', 'Tuesday': '11:00-2:00', 'Friday': '11:00-2:00', 'Wednesday': '11:00-2:00', 'Thursday': '11:00-2:00', 'Sunday': '10:00-2:00', 'Saturday': '10:00-2:00'}",1,33.494489,-111.995106,The Vig,,85018,651,4.0,AZ
135451,211 Foster Ave,"{'DogsAllowed': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'WheelchairAccessible': True}",9_1Fn1OSLXUoo20_8OUK3w,"['Home Decor', 'Home & Garden', 'Interior Design', 'Home Services', 'Furniture Stores', 'Shopping', 'Furniture Reupholstery', 'Local Services']",Charlotte,"{'Sunday': '13:00-18:00', 'Friday': '10:00-18:00', 'Wednesday': '10:00-18:00', 'Thursday': '10:00-18:00', 'Saturday': '10:00-18:00'}",1,35.1991531,-80.8718325,Cowbridge Furniture,,28203,6,5.0,NC
135541,17 River St,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'dressy', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}}",7bQU0QI_YID3MgZirZHmSg,"['Seafood', 'American (New)', 'Event Planning & Services', 'Restaurants', 'Venues & Event Spaces', 'Steakhouses', 'Sushi Bars']",Chagrin Falls,"{'Monday': '16:30-21:30', 'Tuesday': '16:30-21:30', 'Friday': '16:00-22:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Sunday': '11:00-20:00', 'Saturday': '11:30-22:30'}",1,41.4313496171,-81.3927800884,Jekyll's Kitchen,,44022,138,3.5,OH
135938,3724 Old Monroe Rd,{},8iUdMMW8z4WINwhPPr_Ysg,"['Contractors', 'Fences & Gates', 'Home Services']",Indian Trail,"{'Friday': '9:00-17:00', 'Tuesday': '9:00-17:00', 'Thursday': '9:00-17:00', 'Wednesday': '9:00-17:00', 'Monday': '9:00-17:00'}",1,35.0746971,-80.6854576,Gateway Fencing,,28079,4,3.0,NC
137381,1100 N Central Ave,"{'DogsAllowed': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'GoodForKids': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",ru-iY1SVWPgQqSeqL2V8Qw,"['Hotels & Travel', 'Event Planning & Services', 'Arts & Entertainment', 'Shopping', 'Hotels', 'Venues & Event Spaces', 'Art Galleries']",Phoenix,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,33.4603691,-112.074312,FOUND:RE Phoenix,,85003,84,4.0,AZ
137918,5540 Mayfield Rd,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True, 'WheelchairAccessible': True}",j1N0QWrRnVHnUdTWFI-E9w,"['Shopping', 'Home Decor', 'Home Services', 'Lighting Fixtures & Equipment', 'Home & Garden']",Lyndhurst,"{'Monday': '10:00-18:00', 'Tuesday': '10:00-18:00', 'Friday': '10:00-18:00', 'Wednesday': '10:00-18:00', 'Thursday': '10:00-20:00', 'Sunday': '12:00-16:00', 'Saturday': '10:00-18:00'}",1,41.5195504,-81.4799904,Cleveland Lighting,,44124,5,2.0,OH
138112,725 W Warner Rd,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True}",XZ5eG2IEqu_MuZyTZTcpSg,"['Building Supplies', 'Home Services', 'Home & Garden', 'Appliances', 'Nurseries & Gardening', 'Hardware Stores', 'Shopping']",Tempe,"{'Monday': '6:00-21:00', 'Tuesday': '6:00-21:00', 'Friday': '6:00-21:00', 'Wednesday': '6:00-21:00', 'Thursday': '6:00-21:00', 'Sunday': '8:00-20:00', 'Saturday': '6:00-21:00'}",1,33.3333787863,-111.948728263,The Home Depot,,85284,33,3.0,AZ
138835,3146 Deming Way,"{'AcceptsInsurance': True, 'ByAppointmentOnly': False, 'BusinessAcceptsCreditCards': True}",T4QrbPGt_9HWbMqhxJ0OeA,"['Doctors', 'Obstetricians & Gynecologists', 'Health & Medical', 'Fertility']",Middleton,"{'Monday': '7:30-16:00', 'Tuesday': '7:30-16:00', 'Friday': '7:30-16:00', 'Wednesday': '7:30-13:00', 'Thursday': '7:30-16:00', 'Sunday': '11:00-23:00', 'Saturday': '8:00-11:00'}",1,43.1057426,-89.5264852,Wisconsin Fertility Institute,,53562,4,2.0,WI
139028,2039 Winnebago St,"{'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'GoodForKids': True, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",rwbqcHXxWHBZu4wUbKSVgA,"['Barbers', 'Hair Salons', 'Beauty & Spas']",Madison,"{'Monday': '12:00-19:00', 'Tuesday': '9:00-20:00', 'Friday': '9:00-20:00', 'Wednesday': '8:00-20:00', 'Thursday': '9:00-20:00', 'Saturday': '8:00-15:00'}",1,43.092996,-89.353852,Union Hair Parlor,Schenk - Atwood,53704,58,5.0,WI
139184,"5700 Spring Mountain Rd, Ste Q","{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'AcceptsInsurance': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",RS0czUn_o_jEjh-_0Pou_A,"['Day Spas', 'Beauty & Spas', 'Massage']",Las Vegas,"{'Monday': '11:00-0:00', 'Tuesday': '11:00-0:00', 'Friday': '11:00-0:00', 'Wednesday': '11:00-0:00', 'Thursday': '11:00-0:00', 'Sunday': '11:00-0:00', 'Saturday': '11:00-0:00'}",1,36.1262438,-115.2192607,Pure Foot & Spa,Chinatown,89146,87,3.5,NV
139931,395 Rue Jean Talon Ouest,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True}",Vt93N5c4AB_4dkUBBxBBgA,"['Fashion', 'Department Stores', 'Shopping']",Montréal,"{'Monday': '10:00-21:00', 'Tuesday': '10:00-21:00', 'Friday': '10:00-21:00', 'Wednesday': '10:00-21:00', 'Thursday': '10:00-21:00', 'Sunday': '10:00-19:00', 'Saturday': '9:00-17:00'}",1,45.530869,-73.623638,Joe Fresh,Villeray-Saint-Michel-Parc-Extension,H3N 2Y8,6,3.5,QC
140285,14 E Pierce St,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}, 'DogsAllowed': True, 'Alcohol': 'full_bar', 'Caters': True, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}}",N5B7OBTyNGgwU_Y2fwNcyw,"['Restaurants', 'Cafes', 'Breakfast & Brunch', 'Food', 'Food Trucks', 'American (New)', 'Farmers Market', 'Sandwiches']",Phoenix,"{'Monday': '7:00-22:00', 'Tuesday': '7:00-22:00', 'Friday': '7:00-22:00', 'Wednesday': '7:00-22:00', 'Thursday': '7:00-22:00', 'Sunday': '7:00-22:00', 'Saturday': '7:00-22:00'}",1,33.4558428373,-112.07352551,Phoenix Public Market Cafe,,85004,849,4.0,AZ
141436,"The Venetian, 3355 S Las Vegas Blvd","{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'loud', 'RestaurantsAttire': 'dressy', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_corkage', 'Caters': True, 'WiFi': 'free', 'RestaurantsReservations': True, 'BYOB': False, 'BikeParking': False, 'Corkage': True, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'HappyHour': True, 'GoodForDancing': True, 'RestaurantsTableService': True, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 3, 'RestaurantsDelivery': True, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'CoatCheck': True, 'Smoking': 'no', 'WheelchairAccessible': True, 'RestaurantsCounterService': False}",fQt4D34vcJNtEf8Q4zte3w,"['Restaurants', 'Bars', 'Nightlife', 'Asian Fusion', 'Lounges']",Las Vegas,"{'Monday': '17:00-0:00', 'Tuesday': '17:00-0:00', 'Friday': '17:00-0:00', 'Wednesday': '17:00-0:00', 'Thursday': '17:00-0:00', 'Sunday': '17:00-0:00', 'Saturday': '17:00-0:00'}",1,36.121865,-115.169793,TAO Asian Bistro,The Strip,89109,1383,3.5,NV
142383,,"{'BusinessAcceptsCreditCards': True, 'ByAppointmentOnly': True}",DqSG7fucXjEhDLsKV4Fs4w,"['Home Services', 'Contractors', 'Garage Door Services']",Phoenix,"{'Monday': '6:00-6:00', 'Tuesday': '6:00-6:00', 'Friday': '6:00-6:00', 'Wednesday': '6:00-6:00', 'Thursday': '6:00-6:00', 'Sunday': '6:00-6:00', 'Saturday': '6:00-6:00'}",1,33.449188,-112.0772,Stellar Garage Door Service Inc,,85003,31,5.0,AZ
