,user_id,user_reviews_count,yelping_since,useful,fans,elite_count,compliment_count,months_since,final_score,text,business_useful_review_count,business_id,cool,review_id,date,business_stars,funny,sentiment_score,address,attributes,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,business_review_count,business_review_stars,state,business_category,full_state,username
50215,nkN_do3fJ9xekchVC-v68A,1327,10/12/2004,31788,1820,13,8800,162,8.376683475,"Three words... bone-in-filet or is that really two? I'll leave it to the more talented wordsmiths to do the math. Last Friday I had one of the better filets of my life. Cooked to medium-rare perfection you can't really get a better steak. Also watch out.. their pretzel bread is insanely addictive, just say no (actually say yes, eat a couple, then have them take the rest away). I'm a steak purist and it's worth noting they do add some butter to the steaks after they're cooked, if you're like me just ask to opt out. Service was good, but know the ambiance is a little old school. The musical act in lounge reminded me of that two person band in the movie Swingers... cheesy, but you don't really hear it in the main dining room.",19,TkEMlu88OZn9TKZyeY9CJg,17,LTmo2Ki0B56dYTkvm6VBlQ,3/16/2010,5,14,13,6991 E Camelback Rd,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'dressy', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'no', 'Caters': False, 'WiFi': 'free', 'RestaurantsReservations': True, 'BYOB': False, 'RestaurantsTableService': True, 'Corkage': True, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'DogsAllowed': False, 'BikeParking': False, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 4, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}}","['Steakhouses', 'American (Traditional)', 'Seafood', 'Restaurants']",Scottsdale,"{'Monday': '17:00-22:00', 'Tuesday': '17:00-22:00', 'Friday': '17:00-23:00', 'Wednesday': '17:00-22:00', 'Thursday': '17:00-22:00', 'Sunday': '17:00-22:00', 'Saturday': '17:00-23:00'}",1,33.5012412,-111.9313997,Mastro's City Hall,,85251,785,4.5,AZ,Restaurant,Arizona,Jeremy
49759,nkN_do3fJ9xekchVC-v68A,1327,10/12/2004,31788,1820,13,8800,162,8.376683475,"I've always felt there are two items that are consistent indicators of the overall quality of a sushi restaurant... saba or uni. I took the saba test and Sushi Roku got low marks. The fishier the saba generally the less awesome your sushi meal will be and sure enough, my saba was pretty fishy and the overall meal was edible, but not stellar. Granted I was eating sushi in landlocked Scottsdale, so perhaps the joke is on me. Alas I was tired from my travels and was in desperate need of food, so I can't say I thought about my dining decision before going in. The interior is pretty sleek (as is the decor of the whole hotel) so I'd say it'd still be a fun spot for a date. Our server was pretty cool too. Final word: If you're staying in the hotel, don't feel like branching out, and have no price sensitivity, it's fine.",12,DwP10iEz5LGf3fhcVQZm0Q,10,bHte4dYHLXJfCQllJZSKQA,3/15/2009,3,7,13,"W Scottsdale, 7277 E Camelback Rd","{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'dressy', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': True, 'casual': False}, 'RestaurantsGoodForGroups': True, 'Caters': True, 'WiFi': 'free', 'RestaurantsReservations': True, 'RestaurantsTableService': True, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'HappyHour': True, 'GoodForDancing': False, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 3, 'RestaurantsDelivery': False, 'BestNights': {'monday': False, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'CoatCheck': False, 'Smoking': 'no', 'WheelchairAccessible': True}","['Japanese', 'Sushi Bars', 'Restaurants', 'Gluten-Free', 'Bars', 'Nightlife', 'Lounges']",Scottsdale,"{'Monday': '7:00-14:30', 'Tuesday': '7:00-14:30', 'Friday': '7:00-23:30', 'Wednesday': '7:00-14:30', 'Thursday': '7:00-14:30', 'Sunday': '7:00-11:00', 'Saturday': '7:00-11:00'}",1,33.501547,-111.924147,Sushi Roku,,85251,456,4,AZ,Restaurant,Arizona,Jeremy
44220,nkN_do3fJ9xekchVC-v68A,1327,10/12/2004,31788,1820,13,8800,162,8.376683475,"Price to performance is pretty stellar. For $110/night I enjoyed a large room with a luxurious bathroom, balcony, and cool retro furnishings. Service was decent, but the W Scottsdale is better on this front. Breakfast at their restaurant was basic but worked. Stylings from the lobby to the furniture in your room is really well done, the hotel has a great boutique-y vibe but without the pretentiousness. The location is good, only minutes from downtown Scottsdale. One snafu while I was there... I sent out some dry cleaning that was supposed to be back by 5:30pm, didn't happen. It was a stressful half hour before they found my stuff (all cleaned, phew!).",13,thBWpIcP6vclsHS6GfI1dw,11,AXwP9RfwY1sP1auWe-lcIg,9/21/2009,4,11,10,6850 E Main St,"{'DogsAllowed': True, 'Alcohol': 'full_bar', 'Caters': True, 'HasTV': True, 'WiFi': 'free', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}}","['Beauty & Spas', 'American (New)', 'Day Spas', 'Hotels', 'Event Planning & Services', 'Health Retreats', 'Restaurants', 'Hotels & Travel']",Scottsdale,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,33.493449,-111.933953,Hotel Valley Ho,,85251,511,4,AZ,Restaurant,Arizona,Jeremy
46444,nkN_do3fJ9xekchVC-v68A,1327,10/12/2004,31788,1820,13,8800,162,8.376683475,"A lively mid-range restaurant. The crowd was mixed, but was comprised mostly of families. Strangely they played clubby music in the background. Service was really good, there were about five people servicing our table as a team. Everything came out quickly and they were able to accommodate all the bizarre dietary needs of our finicky group.The food itself was pretty basic. The big eye tuna ceviche was a significant deviation from real deal, it appeared to have small pieces of tortilla chips mixed in which through me off. The chicken fajitas were fine, but weren't a huge step up from something you could get at a chain.Final word: Ok for a casual or family dinner.",8,FI-8LPGkc8D_hwx0l0zyyg,7,x8BSbNIcB5y34DgUbsYjAw,3/15/2009,3,6,8,"6166 N Scottsdale Rd, Ste 601","{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}, 'RestaurantsGoodForGroups': True, 'Caters': True, 'WiFi': 'no', 'RestaurantsReservations': False, 'RestaurantsTableService': True, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'HappyHour': True, 'GoodForDancing': False, 'DogsAllowed': True, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}, 'WheelchairAccessible': True}","['Tex-Mex', 'Bars', 'Mexican', 'Vegetarian', 'Event Planning & Services', 'Restaurants', 'Nightlife', 'Gluten-Free', 'Venues & Event Spaces']",Scottsdale,"{'Monday': '11:00-21:00', 'Tuesday': '11:00-21:00', 'Friday': '11:00-22:30', 'Wednesday': '11:00-21:00', 'Thursday': '11:00-21:00', 'Sunday': '11:00-21:00', 'Saturday': '11:00-22:30'}",1,33.5279292,-111.9261054,Blanco Tacos + Tequila,,85253,678,4,AZ,Restaurant,Arizona,Jeremy
45664,nkN_do3fJ9xekchVC-v68A,1327,10/12/2004,31788,1820,13,8800,162,8.376683475,"Hipster-y coffee in Old Town. You know I like me some tasty cappuccinos, but for some reason they wouldn't do a cappuccino to-go, that was a first... so I went with a latte. Fortunately the latte was excellent so I have no trouble forgiving them for a little coffee snobbery.",11,fa1G6WoSdvAO8dzM4FYbUA,14,OxNDFVMuEdrg4N2OVGfLTQ,3/19/2014,4,8,5,7124 E 5th Ave,"{'Alcohol': 'beer_and_wine', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsGoodForGroups': True, 'Caters': False, 'WiFi': 'free', 'RestaurantsReservations': False, 'RestaurantsTableService': False, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'DogsAllowed': False, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 1, 'RestaurantsDelivery': False, 'ByAppointmentOnly': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}}","['Breakfast & Brunch', 'Restaurants', 'Coffee & Tea', 'Food']",Scottsdale,"{'Monday': '7:00-21:00', 'Tuesday': '7:00-21:00', 'Friday': '7:00-22:00', 'Wednesday': '7:00-21:00', 'Thursday': '7:00-21:00', 'Sunday': '7:00-21:00', 'Saturday': '7:00-22:00'}",1,33.4984748,-111.9275975,Cartel Coffee Lab,,85251,390,4,AZ,Restaurant,Arizona,Jeremy
45665,nkN_do3fJ9xekchVC-v68A,1327,10/12/2004,31788,1820,13,8800,162,8.376683475,"Hipster-y coffee in Old Town. You know I like me some tasty cappuccinos, but for some reason they wouldn't do a cappuccino to-go, that was a first... so I went with a latte. Fortunately the latte was excellent so I have no trouble forgiving them for a little coffee snobbery.",11,fa1G6WoSdvAO8dzM4FYbUA,14,OxNDFVMuEdrg4N2OVGfLTQ,3/19/2014,4,8,5,7124 E 5th Ave,"{'Alcohol': 'beer_and_wine', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsGoodForGroups': True, 'Caters': False, 'WiFi': 'free', 'RestaurantsReservations': False, 'RestaurantsTableService': False, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'DogsAllowed': False, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 1, 'RestaurantsDelivery': False, 'ByAppointmentOnly': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}}","['Breakfast & Brunch', 'Restaurants', 'Coffee & Tea', 'Food']",Scottsdale,"{'Monday': '7:00-21:00', 'Tuesday': '7:00-21:00', 'Friday': '7:00-22:00', 'Wednesday': '7:00-21:00', 'Thursday': '7:00-21:00', 'Sunday': '7:00-21:00', 'Saturday': '7:00-22:00'}",1,33.4984748,-111.9275975,Cartel Coffee Lab,,85251,390,4,AZ,Restaurant,Arizona,Jeremy
47565,nkN_do3fJ9xekchVC-v68A,1327,10/12/2004,31788,1820,13,8800,162,8.376683475,"An okay breakfast spot.The good news? If you're staying at the W Scottsdale you can walk here, it's only a block away. Oh and the W has no other breakfast options unless you feel like eating at Sushi Roku, yuck.The bad news? You'll likely have a bit of a wait and as far as breakfast places go, it's not that remarkable. Sure the eggs and bacon were fine, but nothing about this place says: kick ass breakfast. My friend and I were seated at the communal table. There was another random group of 2 seated at the other end. Two of my other friends tried to join us mid-meal (there were plenty of seats at the communal table) and were denied. The hostess said something about us dominating the communal table, not sure what that was supposed to mean but it sure was annoying.",12,#NAME?,8,lwln20Y19e78B2Pn-nxCVw,3/15/2009,3,8,-2,4400 N Scottsdale Rd,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_free', 'Caters': False, 'RestaurantsReservations': False, 'BYOB': False, 'RestaurantsTableService': True, 'Corkage': False, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}, 'BusinessParking': {'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}}","['American (Traditional)', 'Coffee & Tea', 'Restaurants', 'Breakfast & Brunch', 'Food', 'Turkish']",Scottsdale,"{'Monday': '6:00-15:00', 'Tuesday': '6:00-15:00', 'Friday': '6:00-15:00', 'Wednesday': '6:00-15:00', 'Thursday': '6:00-15:00', 'Sunday': '7:00-15:00', 'Saturday': '7:00-15:00'}",1,33.50004397,-111.926333,Breakfast Club- Scottsdale,,85251,878,4,AZ,Restaurant,Arizona,Jeremy
47566,nkN_do3fJ9xekchVC-v68A,1327,10/12/2004,31788,1820,13,8800,162,8.376683475,"An okay breakfast spot.The good news? If you're staying at the W Scottsdale you can walk here, it's only a block away. Oh and the W has no other breakfast options unless you feel like eating at Sushi Roku, yuck.The bad news? You'll likely have a bit of a wait and as far as breakfast places go, it's not that remarkable. Sure the eggs and bacon were fine, but nothing about this place says: kick ass breakfast. My friend and I were seated at the communal table. There was another random group of 2 seated at the other end. Two of my other friends tried to join us mid-meal (there were plenty of seats at the communal table) and were denied. The hostess said something about us dominating the communal table, not sure what that was supposed to mean but it sure was annoying.",12,#NAME?,8,lwln20Y19e78B2Pn-nxCVw,3/15/2009,3,8,-2,4400 N Scottsdale Rd,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_free', 'Caters': False, 'RestaurantsReservations': False, 'BYOB': False, 'RestaurantsTableService': True, 'Corkage': False, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BikeParking': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}, 'BusinessParking': {'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}}","['American (Traditional)', 'Coffee & Tea', 'Restaurants', 'Breakfast & Brunch', 'Food', 'Turkish']",Scottsdale,"{'Monday': '6:00-15:00', 'Tuesday': '6:00-15:00', 'Friday': '6:00-15:00', 'Wednesday': '6:00-15:00', 'Thursday': '6:00-15:00', 'Sunday': '7:00-15:00', 'Saturday': '7:00-15:00'}",1,33.50004397,-111.926333,Breakfast Club- Scottsdale,,85251,878,4,AZ,Restaurant,Arizona,Jeremy
59532,om5ZiponkpRqUNa3pVPiRg,2578,1/18/2006,83693,842,12,8940,147,8.312731151,"Lucky me! I got to spend last weekend here in honor of the infamous Gabi K's (ahem, I mean Gabi M) wedding. And this gorgeous hotel is quite fitting for the wedding of a Yelp ""celebrity.""  My husband and I checked in late on a Friday night and the only rooms left were suites....and so we were upgraded to a magnificent suite overlooking the adult pool and Camelback Mountain.  I know, you're feeling real sorry for us right now. ;)  Our suite was HUGE with a separate living room, bathroom fit for a queen, a balcony the size of my bedroom back home, and 2 flat screen TVS.  After some fiddling with the TV we discovered they had tivo, which meant my husband could tivo the Northwestern game while we enjoyed hiking Camelback the next morning. Phew- the weather was too nice to stay inside watching TV!The resort was just as heavenly outside of our suite: an adult pool, a noisy pool for those of you with kiddies, delicious food, incredible workout facility including spinning classes, and a $32 million dollar spa.  I had thought about booking a couples massage before my trip, but my husband suggested we hold off since we've been going thru lots of dough lately. . After one look at the spa he asked me when we'd be indulging in our couples massage and I reminded him of our plan to save money.  His response ""when have you ever listened to me in the past?"" Next time I'll definitely be booking that massage, although this time I did get to enjoy a blissful shower in the spa. Gabi's wedding was absolutely perfect.  The ceremony took place on the Valencia lawn with a breathtaking view of the mountain and then we moved inside the Valencia ballroom for dinner and dancing.  The neutral colored ballroom looked lovely with the beautiful fall colored flowers Gabi chose.The suite, facilities, and wedding were worthy of a 5 star review. So why the 4 stars? The resort seemed to be a bit short staffed over the weekend and the service at the pool, restaurant and throughout the resort was very slllloooowwww.   Wait 30 minutes for an Arnold Palmer slow.   I was surprised they didn't have more people working knowing there was a celebrity wedding there over the weekend. ;)",3,NpgOB1s1qnWBfVykqe5zpQ,4,84NT6kSXBx33zk4rIryk2w,10/20/2009,4,3,44,4949 E Lincoln Dr,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'WiFi': 'paid', 'DogsAllowed': True}","['Venues & Event Spaces', 'Food', 'Event Planning & Services', 'Beer', 'Wine & Spirits', 'Hotels & Travel', 'Hotels']",Paradise Valley,"{'Monday': '12:00-0:00', 'Tuesday': '12:00-0:00', 'Friday': '12:00-0:00', 'Wednesday': '12:00-0:00', 'Thursday': '12:00-0:00', 'Sunday': '12:00-0:00', 'Saturday': '12:00-0:00'}",0,33.5287694,-111.973172,Omni Montelucia Resort & Spa,,85253,213,4,AZ,Restaurant,Arizona,Andrea
52009,om5ZiponkpRqUNa3pVPiRg,2578,1/18/2006,83693,842,12,8940,147,8.312731151,"Jared M (who some of you may know by Gabi K's fiance): I've gotta take you to my favorite restaurant tonight at The Royal Palms Resort. They have this amazing $50 tortellini dealMe: $50 for tortellini? That is so not a deal!I later found out that the tortellini is stuffed with lobster AND the $50 includes an appetizer and dessert...so I guess it is a deal!  Jared and Gabi apparently come here often because they knew all the bartenders by name. We made ourselves at home at the bar and got ready for my 20th meal in Phoenix...and I had only been in town for 2 days at this point.  And this would be why I went on weightwatchers the second I returned to chicago.While I was tempted to try this ""tortellini deal"" I decided to go with the scallops instead, which came with shrimp mac and cheese. Shrimp! Mac & cheese! My 2 favorites...lovely combo!! No appetizer for me, but I did a pretty good job of eating the loaf of bread they put in front of us.   Jared was nice enough to share a bite of his crabcake with me...delicious!I ate up all my mac & cheese first (of course) and then it was time for the scallops.  By this point I was pretty full, but they were too good not to eat so managed to eat 2 of the 3 perfectly cooked scallops.  And then I also managed to make room for creme brulee cheesecake for dessert...mmmmm. This is so worth breaking any diet for.All this delicious food while enjoying the lovely tunes coming from the piano next to the bar.  I can see why Gabi and Jared are regulars!",5,pTZ4u-sEQr-yHq2Cl4EMEw,5,p2nev3LRLCan027vTiv9bg,2/23/2009,4,3,38,5200 E Camelback Rd,"{'Alcohol': 'full_bar', 'HasTV': False, 'NoiseLevel': 'quiet', 'RestaurantsAttire': 'dressy', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_corkage', 'Caters': False, 'WiFi': 'free', 'RestaurantsReservations': True, 'BYOB': False, 'BusinessAcceptsBitcoin': False, 'BikeParking': False, 'Corkage': True, 'RestaurantsTakeOut': False, 'GoodForKids': False, 'HappyHour': True, 'GoodForDancing': False, 'RestaurantsTableService': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 3, 'RestaurantsDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}, 'CoatCheck': True, 'Smoking': 'no', 'WheelchairAccessible': True}","['Lounges', 'Tapas/Small Plates', 'American (Traditional)', 'Cocktail Bars', 'Bars', 'American (New)', 'Breakfast & Brunch', 'Mediterranean', 'Nightlife', 'Restaurants']",Phoenix,"{'Monday': '11:00-14:00', 'Tuesday': '11:00-14:00', 'Friday': '11:00-14:00', 'Wednesday': '11:00-14:00', 'Thursday': '11:00-14:00', 'Sunday': '11:00-14:00', 'Saturday': '11:00-14:00'}",1,33.50467458,-111.9685576,T Cook's,,85018,313,4,AZ,Restaurant,Arizona,Andrea
59745,om5ZiponkpRqUNa3pVPiRg,2578,1/18/2006,83693,842,12,8940,147,8.312731151,"After pigging out in SF for 10 days I made Gabi K promise to only take me to healthy restaurants during my trip to Phoenix. As soon as she picked me up from the airport she made good on that promise by taking me to Taylor's for lunch.I was leading towards ordering a fresh fruit bowl or maybe even a yogurt parfait when Gabi started raving about their tuna that's made with yogurt! How's that for healthy? And so I ordered this tuna in a wheat wrap (instead of the regular bread). My side choices were fries, greens, and sweet potato fries.  Since I'm trying to be healthy I knew I should get the greens, but turning down sweet potato fries is just silly! And so I ordered the sweet potato fries, which at least are healthier than regular fries! Well, my sweet potato fries never came to the table because the waitress soon informed me that the kitchen was out of sweet potato fries. A sign that I should have ordered those greens in the first place!The tuna wrap lived up to expectations and we received top notch service (thanks to our waiter Michael) throughout our meal.  I started to think I was in SF instead of Phoenix when the homeless man outside started soliciting us for money through the window, but Michael had a chat with him within minutes.Gabi K seems to be a regular here and I can see why....can't beat healthy, tasty food and fabulous service! Even if they run out of sweet potato fries from time to time...",10,r69MorklzaPdxGySgNA19g,10,Ot7PTNgDJCIBpOJRl0LKUQ,10/22/2008,4,11,33,5053 N 44th St,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'RestaurantsTableService': True, 'RestaurantsDelivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'BYOBCorkage': 'no', 'GoodForKids': True, 'WheelchairAccessible': True, 'Alcohol': 'none'}","['Breakfast & Brunch', 'Restaurants']",Phoenix,"{'Monday': '6:00-15:00', 'Tuesday': '16:00-22:00', 'Friday': '6:00-15:00', 'Wednesday': '16:00-22:00', 'Thursday': '6:00-15:00', 'Sunday': '6:00-15:00', 'Saturday': '6:00-15:00'}",0,33.5106537,-111.9866156,Taylor's Cafe,,85018,74,3.5,AZ,Restaurant,Arizona,Andrea
52499,om5ZiponkpRqUNa3pVPiRg,2578,1/18/2006,83693,842,12,8940,147,8.312731151,"An empty restaurant is never a good sign so perhaps Gabi K, Jared M, and I should have found dinner elsewhere, but we decided to give Trader Vic's a chance. Our meal started off on a good note...Attentive service, although then again we were the only people to really give attention to.  And we did enjoy the bread basket...although I could do without the bread with chunks of pineapple in it.Gabi and I decided to share 2 entrees- both highly recommended by the waiter. In fact, he said they were 2 of the most popular dishes on the menu. What you ask? Hold your horses yelpers...I'm getting there! Macadamia crusted mahi mahi and some lo mein like dish topped with halibut.  Jared was eating his 2nd dinner of the evening so he decided to keep it light and ordered the won ton soup. And it turned out he ordered right because the won ton soup was apparently better than anything else that came to the table.The mahi mahi and halibut (on top of the noodles) was beyond bland...it tasted like one of my flavorless weight watchers meals I make at home.  And it's really a problem when Trader Vic's cooks like the gal who burns pasta (yep, guilty of that last week). The mashed potatoes that came with the mahi mahi were decent, as were the noodles...but that was pretty much it.  Our bill came to $90- $90 too much!!We skipped the drinks after having our fair share of them at the hotel bar beforehand, but if I ever have to come back to Trader Vic's (which I don't plan on) I'll have to mask the bland taste of their food with lots of their specialty drinks.",10,Es_cIduurEbcndt6y67hBg,6,GZqqkDLO3SUmrCu8OnQ8ow,10/23/2008,2,7,30,"Hotel Valley Ho, 6850 E Main St","{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'RestaurantsTableService': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}}","['Hotels', 'Hotels & Travel', 'Restaurants', 'Event Planning & Services', 'Asian Fusion']",Scottsdale,{},0,33.493298,-111.934032,Trader Vic's,,85251,112,3.5,AZ,Restaurant,Arizona,Andrea
